ACC_STD_LAT_NBR,ACC_STD_LON_NBR,CAT Severity Code,ACC_PST_LOC_CD,Loss Date,NOL Date
35.730205,-78.543222,3.0,27610,2023-12-10,2023-12-13
35.786404,-78.487258,3.0,27545,2023-12-10,2023-12-14
36.268178999999996,-78.210747,3.0,27589,2023-12-10,2023-12-28
35.707994,-78.631292,3.0,27529,2023-12-11,2023-12-30
35.857772,-78.56937099999999,2.0,27616,2023-12-10,2023-12-11
35.782233999999995,-80.274914,4.0,27292,2023-12-11,2023-12-11
36.075196999999996,-80.339444,4.0,27104,2023-12-10,2023-12-11
35.970622,-80.470091,4.0,27006,2023-12-11,2023-12-11
36.130054,-79.823807,4.0,27455,2023-12-10,2023-12-11
35.723003999999996,-79.468367,3.0,27344,2023-12-10,2023-12-12
36.081627,-80.28453499999999,3.0,27103,2023-12-11,2023-12-12
36.084317999999996,-79.107182,3.0,27278,2023-12-10,2023-12-13
36.153002,-79.830236,5.0,27455,2023-12-10,2023-12-17
36.053985,-80.300249,3.0,27103,2023-12-10,2023-12-22
36.081140999999995,-80.35025,3.0,27104,2023-12-10,2023-12-26
35.562673,-80.51608399999999,3.0,28146,2023-12-10,2023-12-30
36.115567999999996,-80.665041,3.0,27055,2023-12-09,2023-12-13
36.15168,-79.500371,4.0,27244,2023-12-10,2023-12-11
35.232717,-82.26007899999999,4.0,28782,2023-12-10,2023-12-11
35.887381,-80.20960699999999,2.0,27295,2023-12-11,2023-12-11
35.690188,-79.76762699999999,5.0,27205,2023-12-10,2023-12-11
35.971334999999996,-79.881186,3.0,27407,2023-12-10,2023-12-12
35.85311,-78.67219399999999,1.0,27612,2023-12-10,2023-12-13
37.664010999999995,-77.604957,5.0,23059,2023-12-10,2023-12-10
37.212075,-77.324832,4.0,23875,2023-12-10,2023-12-10
38.210629999999995,-77.534222,5.0,22407,2023-12-10,2023-12-10
37.485161999999995,-77.613063,4.0,23236,2023-12-10,2023-12-10
37.431709,-77.475461,3.0,23234,2023-12-11,2023-12-11
37.539685999999996,-77.464134,4.0,23220,2023-12-10,2023-12-11
37.377738,-77.716042,2.0,23832,2023-12-11,2023-12-11
37.624179,-77.595485,5.0,23238,2023-12-10,2023-12-11
37.48534,-77.196406,4.0,23150,2023-12-10,2023-12-11
37.659016,-77.558758,5.0,23060,2023-12-10,2023-12-11
37.63068,-77.423521,4.0,23227,2023-12-10,2023-12-11
37.477319,-77.39439899999999,2.0,23231,2023-12-11,2023-12-11
37.535728,-77.31539,4.0,23075,2023-12-10,2023-12-11
37.543436,-77.41439799999999,2.0,23223,2023-12-10,2023-12-11
37.577270999999996,-77.414383,4.0,23222,2023-12-10,2023-12-11
37.489869,-77.386305,4.0,23231,2023-12-10,2023-12-11
37.66175,-77.52383999999999,4.0,23060,2023-12-11,2023-12-11
37.537563999999996,-77.297854,4.0,23150,2023-12-11,2023-12-11
37.301564,-77.31740599999999,5.0,23860,2023-12-10,2023-12-11
37.538515,-77.33169699999999,3.0,23075,2023-12-10,2023-12-11
37.596789,-77.449793,4.0,23227,2023-12-11,2023-12-11
36.810120999999995,-77.471983,2.0,23867,2023-12-10,2023-12-11
37.539215999999996,-77.36983599999999,3.0,23223,2023-12-10,2023-12-12
37.185199,-77.352199,5.0,23805,2023-12-10,2023-12-12
37.571538,-77.429959,5.0,23222,2023-12-10,2023-12-12
37.417865,-77.68195399999999,4.0,23112,2023-12-10,2023-12-12
37.377832,-77.518939,4.0,23832,2023-12-10,2023-12-12
37.543400999999996,-77.641106,5.0,23113,2023-12-10,2023-12-12
37.212897,-77.314241,4.0,23875,2023-12-10,2023-12-13
37.452746,-77.524044,3.0,23832,2023-12-10,2023-12-13
38.296185,-77.524704,4.0,22407,2023-12-11,2023-12-13
37.439237999999996,-77.47899699999999,4.0,23234,2023-12-10,2023-12-13
37.689707,-77.582644,5.0,23059,2023-12-10,2023-12-14
37.598808999999996,-77.218722,3.0,23111,2023-12-10,2023-12-14
37.183439,-77.407522,5.0,23805,2023-12-10,2023-12-16
37.589103,-77.532026,5.0,23226,2023-12-10,2023-12-18
37.337965,-77.362916,5.0,23836,2023-12-10,2023-12-20
37.472004999999996,-77.350883,4.0,23231,2023-12-10,2023-12-21
36.944109,-77.525919,4.0,23882,2023-12-11,2023-12-22
37.449282,-77.53418599999999,4.0,23832,2023-12-10,2023-12-27
37.509746,-77.387501,4.0,23231,2023-12-10,2023-12-29
38.283255,-77.4576,3.0,22401,2023-12-10,2023-12-18
37.491248,-77.51227899999999,5.0,23225,2023-12-10,2023-12-10
37.577307999999995,-77.42254,3.0,23222,2023-12-10,2023-12-11
37.421202,-77.491451,5.0,23234,2023-12-11,2023-12-12
38.796318,-77.04966,4.0,22314,2023-12-11,2023-12-15
38.990826,-77.535054,4.0,20148,2023-12-10,2023-12-10
38.944942,-77.276731,4.0,22182,2023-12-10,2023-12-10
38.804035999999996,-77.627301,5.0,20155,2023-12-09,2023-12-10
38.709863999999996,-77.401338,5.0,20112,2023-12-10,2023-12-11
38.741716,-77.479365,5.0,20110,2023-12-10,2023-12-11
38.859966,-77.09074799999999,4.0,22204,2023-12-10,2023-12-11
38.810638999999995,-77.12283699999999,3.0,22304,2023-12-10,2023-12-11
38.760366999999995,-77.093897,4.0,22306,2023-12-10,2023-12-11
38.822068,-77.30115099999999,4.0,22032,2023-12-10,2023-12-11
38.657489,-77.773952,4.0,20187,2023-12-10,2023-12-11
38.753039,-77.230994,3.0,22153,2023-12-10,2023-12-11
38.660759,-77.336548,3.0,22193,2023-12-11,2023-12-12
38.650377,-77.268491,3.0,22191,2023-12-11,2023-12-12
39.158507,-78.14796799999999,4.0,22602,2023-12-10,2023-12-12
38.814119999999996,-77.286388,3.0,22032,2023-12-10,2023-12-12
38.852731999999996,-77.40819599999999,4.0,20120,2023-12-10,2023-12-14
38.789339,-77.260373,3.0,22015,2023-12-10,2023-12-14
38.801513,-77.232157,3.0,22151,2023-12-10,2023-12-15
38.630292,-77.270538,3.0,22191,2023-12-10,2023-12-15
38.620351,-77.277819,3.0,22191,2023-12-10,2023-12-16
38.968326999999995,-77.507549,5.0,20148,2023-12-11,2023-12-18
38.664804,-77.39093,4.0,22193,2023-12-10,2023-12-20
38.633404999999996,-77.301553,2.0,22193,2023-12-11,2023-12-26
38.868364,-77.339534,5.0,22033,2023-12-10,2023-12-26
38.933197,-77.551683,5.0,20105,2023-12-11,2023-12-17
38.761792,-77.152958,3.0,22315,2023-12-10,2023-12-11
38.775194,-77.611728,5.0,20155,2023-12-10,2023-12-11
36.800999,-76.41291,5.0,23321,2023-12-10,2023-12-10
36.787327999999995,-76.159444,4.0,23464,2023-12-10,2023-12-10
37.032357,-76.438203,5.0,23605,2023-12-10,2023-12-11
36.851185,-76.25696599999999,4.0,23504,2023-12-11,2023-12-15
37.111469,-76.523676,5.0,23602,2023-12-09,2023-12-17
37.535401,-79.088015,3.0,24521,2023-12-11,2023-12-11
38.059585,-78.502481,3.0,22901,2023-12-11,2023-12-11
36.735352999999996,-79.549509,4.0,24549,2023-12-10,2023-12-30
36.59294,-79.441193,4.0,24541,2023-12-10,2023-12-10
36.345787,-86.509194,2.0,37066,2023-12-09,2023-12-09
36.606722,-87.392718,3.0,37042,2023-12-09,2023-12-09
36.348963,-86.489504,5.0,37066,2023-12-09,2023-12-09
36.33743,-86.530323,3.0,37066,2023-12-09,2023-12-09
36.278228,-86.70164299999999,5.0,37115,2023-12-09,2023-12-10
36.324574999999996,-86.558545,2.0,37075,2023-12-09,2023-12-21
35.472443999999996,-84.42247499999999,4.0,37354,2023-12-10,2023-12-10
35.930634,-84.10918699999999,1.0,37923,2023-12-09,2023-12-10
36.012654999999995,-84.304754,3.0,37830,2023-12-09,2023-12-11
35.473011,-85.01594999999999,2.0,37321,2023-12-09,2023-12-16
36.008618999999996,-84.08323,4.0,37849,2023-12-09,2023-12-11
36.103353,-83.92056099999999,4.0,37938,2023-12-09,2023-12-12
35.206419,-86.084178,5.0,37324,2023-12-11,2023-12-21
35.946081,-84.048712,3.0,37909,2023-12-10,2023-12-28
35.986072,-83.905014,4.0,37917,2023-12-09,2023-12-11
36.072075,-83.839337,2.0,37918,2023-12-09,2023-12-10
38.300857,-85.598782,5.0,40241,2023-12-09,2023-12-13
38.331671,-85.439645,3.0,40014,2023-12-09,2023-12-19
35.238521999999996,-90.002152,4.0,38127,2023-12-09,2023-12-13
35.258983,-88.995429,4.0,38008,2023-12-09,2023-12-14
36.28356,-86.690568,4.0,37115,2023-12-09,2023-12-11
35.492211999999995,-86.097628,3.0,37355,2023-12-09,2023-12-11
36.309431,-86.619168,3.0,37075,2023-12-09,2023-12-11
36.30314,-86.638116,3.0,37075,2023-12-09,2023-12-13
36.321799,-86.57179099999999,3.0,37075,2023-12-09,2023-12-22
36.263154,-86.761657,4.0,37207,2023-12-09,2023-12-09
36.118612,-86.71477999999999,3.0,37217,2023-12-09,2023-12-09
36.30917,-86.615749,2.0,37075,2023-12-09,2023-12-09
36.270925999999996,-86.723118,5.0,37115,2023-12-09,2023-12-09
35.760483,-86.86945,5.0,37174,2023-12-09,2023-12-09
36.338145,-86.53002699999999,1.0,37066,2023-12-09,2023-12-09
36.299583999999996,-86.641029,1.0,37075,2023-12-09,2023-12-10
36.263740999999996,-86.72334599999999,3.0,37115,2023-12-09,2023-12-10
36.355591,-86.475917,2.0,37066,2023-12-09,2023-12-10
36.354372,-86.471412,3.0,37066,2023-12-09,2023-12-10
36.355809,-86.471249,3.0,37066,2023-12-09,2023-12-10
36.3224,-86.60379999999999,3.0,37075,2023-12-09,2023-12-11
36.343112999999995,-86.50881,3.0,37066,2023-12-09,2023-12-11
36.393595,-86.36013,3.0,37066,2023-12-09,2023-12-11
36.336886,-86.525302,3.0,37066,2023-12-09,2023-12-11
36.339957,-86.529302,3.0,37066,2023-12-09,2023-12-11
36.33929,-86.51903999999999,3.0,37066,2023-12-09,2023-12-11
36.3214,-86.60369999999999,3.0,37075,2023-12-09,2023-12-11
36.325134,-86.55895,2.0,37075,2023-12-09,2023-12-11
36.355292999999996,-86.47581799999999,3.0,37066,2023-12-09,2023-12-11
36.365549,-86.433796,3.0,37066,2023-12-09,2023-12-11
36.279495,-86.69848499999999,2.0,37115,2023-12-09,2023-12-11
36.384299999999996,-86.4609,2.0,37066,2023-12-09,2023-12-11
36.319886,-86.585472,3.0,37075,2023-12-09,2023-12-11
36.298862,-86.642455,2.0,37075,2023-12-09,2023-12-11
36.372119999999995,-86.40288699999999,3.0,37066,2023-12-09,2023-12-11
36.301840999999996,-86.6455,3.0,37075,2023-12-09,2023-12-11
36.331849999999996,-86.568806,3.0,37075,2023-12-09,2023-12-11
36.296607,-86.58524799999999,4.0,37075,2023-12-09,2023-12-11
36.280863,-86.697232,3.0,37115,2023-12-09,2023-12-11
36.328556999999996,-86.54871,3.0,37075,2023-12-09,2023-12-11
36.361945,-86.448723,3.0,37066,2023-12-09,2023-12-11
36.306557999999995,-86.613995,5.0,37075,2023-12-09,2023-12-12
36.3624,-86.44873799999999,3.0,37066,2023-12-09,2023-12-12
36.324988999999995,-86.562035,3.0,37075,2023-12-09,2023-12-12
36.233022999999996,-86.62844,3.0,37138,2023-12-09,2023-12-12
36.333076,-86.541009,3.0,37066,2023-12-09,2023-12-12
36.397115,-86.336764,3.0,37031,2023-12-09,2023-12-12
36.323923,-86.559516,3.0,37075,2023-12-09,2023-12-13
36.2026,-86.51149,4.0,37122,2023-12-09,2023-12-13
36.344239,-86.51619,5.0,37066,2023-12-09,2023-12-13
36.358774,-86.433525,3.0,37066,2023-12-09,2023-12-13
36.276731,-86.70692199999999,3.0,37115,2023-12-09,2023-12-13
35.921701999999996,-86.78525499999999,3.0,37067,2023-12-09,2023-12-13
36.589026,-87.42475999999999,3.0,37042,2023-12-09,2023-12-13
36.355269,-86.545684,3.0,37075,2023-12-09,2023-12-14
36.395356,-86.435037,4.0,37066,2023-12-10,2023-12-14
36.28425,-86.69901,3.0,37115,2023-12-09,2023-12-14
36.623929,-87.33319999999999,5.0,37042,2023-12-09,2023-12-14
36.360088999999995,-86.45202499999999,3.0,37066,2023-12-10,2023-12-14
36.351447,-86.473225,3.0,37066,2023-12-09,2023-12-14
36.262397,-86.74553399999999,3.0,37115,2023-12-09,2023-12-14
36.343965,-86.517466,2.0,37066,2023-12-09,2023-12-14
36.194652999999995,-86.76208,3.0,37207,2023-12-09,2023-12-15
36.319406,-86.58617199999999,3.0,37075,2023-12-09,2023-12-18
36.620523,-87.35495499999999,1.0,37042,2023-12-09,2023-12-18
36.29547,-86.371224,3.0,37087,2023-12-09,2023-12-18
36.315503,-86.58068,3.0,37075,2023-12-09,2023-12-18
36.274798,-86.71831999999999,1.0,37115,2023-12-10,2023-12-18
36.174168,-86.73706899999999,5.0,37206,2023-12-11,2023-12-18
36.343182,-86.50988699999999,3.0,37066,2023-12-09,2023-12-19
36.01452,-88.103822,3.0,38320,2023-12-11,2023-12-19
36.318405999999996,-86.571035,3.0,37075,2023-12-09,2023-12-19
36.589503,-87.396609,4.0,37042,2023-12-09,2023-12-19
35.131890999999996,-86.074861,3.0,37398,2023-12-09,2023-12-21
36.6157,-87.363689,4.0,37042,2023-12-09,2023-12-22
36.557266,-87.228579,3.0,37043,2023-12-09,2023-12-22
36.32252,-86.548526,3.0,37075,2023-12-09,2023-12-23
36.312044,-86.62543199999999,3.0,37075,2023-12-09,2023-12-23
36.638357,-87.38954199999999,2.0,37042,2023-12-09,2023-12-26
36.326508,-86.556206,3.0,37075,2023-12-09,2023-12-26
36.588924999999996,-87.441065,3.0,37042,2023-12-09,2023-12-27
36.256695,-86.69938499999999,4.0,37115,2023-12-09,2023-12-27
36.636989,-87.309175,5.0,37040,2023-12-09,2023-12-27
36.265603,-86.721474,3.0,37115,2023-12-09,2023-12-27
36.156915999999995,-86.876205,3.0,37209,2023-12-09,2023-12-28
36.635273,-87.299745,4.0,37040,2023-12-09,2023-12-28
36.345354,-86.508194,2.0,37066,2023-12-09,2023-12-28
36.606449,-87.38325999999999,3.0,37042,2023-12-09,2023-12-28
36.512692,-87.524619,2.0,37191,2023-12-09,2023-12-28
36.587886999999995,-87.43982799999999,2.0,37042,2023-12-09,2023-12-28
36.619473,-87.341127,5.0,37042,2023-12-09,2023-12-29
36.268397,-86.69085899999999,3.0,37115,2023-12-09,2023-12-29
36.044264999999996,-86.962778,4.0,37221,2023-12-11,2023-12-15
36.361385999999996,-86.44527599999999,3.0,37066,2023-12-09,2023-12-10
36.233319,-86.735834,2.0,37216,2023-12-09,2023-12-11
36.362518,-86.45106799999999,2.0,37066,2023-12-09,2023-12-09
36.27037,-86.728175,1.0,37115,2023-12-09,2023-12-10
36.319902,-86.57012,3.0,37075,2023-12-09,2023-12-11
41.7489,-72.616,4.0,06118,2023-12-11,2023-12-12
42.736152,-73.84669,4.0,12205,2023-12-10,2023-12-11
42.638822999999995,-73.570371,4.0,12018,2023-12-11,2023-12-12
42.666008,-73.766911,4.0,12206,2023-12-10,2023-12-12
43.083104,-73.79901799999999,4.0,12866,2023-12-11,2023-12-12
42.946382,-78.780936,4.0,14225,2023-12-11,2023-12-13
42.07508,-73.94916599999999,5.0,12477,2023-12-09,2023-12-11
41.172913,-74.000522,2.0,10956,2023-12-11,2023-12-12
41.114647999999995,-73.920486,4.0,10960,2023-12-10,2023-12-13
41.069348999999995,-74.011048,3.0,10965,2023-12-11,2023-12-13
41.361554,-73.740217,4.0,10541,2023-12-11,2023-12-26
43.253088,-77.426632,5.0,14580,2023-12-10,2023-12-12
42.084298,-75.944391,5.0,13903,2023-12-11,2023-12-15
43.115956999999995,-75.297845,5.0,13492,2023-12-11,2023-12-28
31.609022,-90.41037899999999,3.0,39601,2023-12-09,2023-12-13
35.171817,-89.736631,1.0,38016,2023-12-09,2023-12-12
36.627168999999995,-87.33098,5.0,37042,2023-12-09,2023-12-09
36.569945,-87.202927,2.0,37043,2023-12-09,2023-12-10
36.308023,-86.624088,2.0,37075,2023-12-09,2023-12-10
36.329366,-86.59182899999999,2.0,37075,2023-12-09,2023-12-10
36.614179,-87.35842799999999,1.0,37042,2023-12-09,2023-12-09
36.625819,-87.376738,2.0,37042,2023-12-09,2023-12-11
36.624613,-87.315612,1.0,37040,2023-12-09,2023-12-11
36.613895,-87.337671,1.0,37042,2023-12-09,2023-12-11
36.62808,-87.39375299999999,1.0,37042,2023-12-09,2023-12-11
36.258849999999995,-86.612855,1.0,37075,2023-12-09,2023-12-11
36.626689999999996,-87.381999,2.0,37042,2023-12-09,2023-12-11
36.361799,-86.578473,2.0,37075,2023-12-09,2023-12-11
36.638186,-87.382672,1.0,37042,2023-12-09,2023-12-11
36.616695,-87.36323399999999,1.0,37042,2023-12-09,2023-12-11
36.635267999999996,-87.388127,1.0,37042,2023-12-09,2023-12-11
36.609922,-87.345542,1.0,37042,2023-12-09,2023-12-12
36.3087,-86.58960499999999,1.0,37075,2023-12-10,2023-12-12
36.594437,-87.39764,1.0,37042,2023-12-10,2023-12-12
36.631875,-87.362386,1.0,37042,2023-12-09,2023-12-12
36.599989,-87.37784599999999,1.0,37042,2023-12-09,2023-12-12
36.638357,-87.38954199999999,1.0,37042,2023-12-09,2023-12-12
36.630108,-87.329746,1.0,37042,2023-12-09,2023-12-13
36.316171,-86.61708999999999,1.0,37075,2023-12-09,2023-12-13
36.317436,-86.576905,1.0,37075,2023-12-09,2023-12-13
36.629802999999995,-87.368939,1.0,37042,2023-12-09,2023-12-13
36.594104,-87.306553,1.0,37040,2023-12-09,2023-12-14
36.62914,-87.324602,1.0,37042,2023-12-09,2023-12-14
36.614475999999996,-87.34034199999999,1.0,37042,2023-12-09,2023-12-14
36.306672999999996,-86.571811,1.0,37075,2023-12-09,2023-12-15
36.592709,-87.42206999999999,4.0,37042,2023-12-09,2023-12-09
36.609705,-87.383101,5.0,37042,2023-12-09,2023-12-10
36.62614,-87.330219,5.0,37042,2023-12-09,2023-12-10
36.609705,-87.383101,3.0,37042,2023-12-10,2023-12-10
36.362707,-86.444987,1.0,37066,2023-12-09,2023-12-10
36.609705,-87.383101,4.0,37042,2023-12-09,2023-12-10
36.633369,-87.311725,3.0,37040,2023-12-09,2023-12-10
36.379650999999996,-86.4474,1.0,37066,2023-12-09,2023-12-10
36.613586,-87.363326,1.0,37042,2023-12-09,2023-12-10
36.609189,-87.31447899999999,3.0,37040,2023-12-09,2023-12-11
36.609705,-87.383101,4.0,37042,2023-12-09,2023-12-11
36.626557999999996,-87.33141599999999,4.0,37042,2023-12-09,2023-12-11
36.271813,-86.700818,1.0,37115,2023-12-09,2023-12-12
36.595288,-87.400778,1.0,37042,2023-12-09,2023-12-12
36.632234,-87.32716099999999,1.0,37042,2023-12-09,2023-12-12
36.628718,-87.380703,2.0,37042,2023-12-09,2023-12-12
36.300332999999995,-86.642939,5.0,37075,2023-12-09,2023-12-12
36.628048,-87.323129,5.0,37042,2023-12-09,2023-12-15
36.292708999999995,-86.62281899999999,1.0,37075,2023-12-09,2023-12-16
36.626557999999996,-87.381579,2.0,37042,2023-12-09,2023-12-16
36.261792,-86.766992,1.0,37207,2023-12-09,2023-12-18
36.615497999999995,-87.199626,1.0,37040,2023-12-09,2023-12-10
41.337848,-73.194548,3.0,06468,2023-12-10,2023-12-12
41.414913,-73.464552,3.0,06811,2023-12-11,2023-12-11
41.514143999999995,-72.98719799999999,4.0,06712,2023-12-10,2023-12-11
41.341738,-73.013676,4.0,06525,2023-12-09,2023-12-11
41.532384,-72.07477,4.0,06360,2023-12-11,2023-12-12
41.548038999999996,-72.27650799999999,5.0,06415,2023-12-11,2023-12-11
41.278048999999996,-72.957259,4.0,06516,2023-12-11,2023-12-11
41.322365999999995,-73.093143,4.0,06418,2023-12-10,2023-12-11
41.280339,-72.81740599999999,5.0,06405,2023-12-11,2023-12-11
41.572663,-72.674331,4.0,06457,2023-12-10,2023-12-11
41.490576,-72.884259,4.0,06410,2023-12-11,2023-12-11
41.827404,-72.27949,4.0,06268,2023-12-11,2023-12-12
41.425556,-72.92891999999999,4.0,06518,2023-12-11,2023-12-12
41.212893,-73.19460099999999,5.0,06606,2023-12-11,2023-12-12
41.757413,-72.302641,4.0,06238,2023-12-11,2023-12-12
41.288708,-73.14462999999999,4.0,06484,2023-12-09,2023-12-12
41.372617,-73.113343,3.0,06483,2023-12-10,2023-12-13
41.61488,-72.623959,5.0,06416,2023-12-11,2023-12-13
41.444165,-72.716247,4.0,06422,2023-12-11,2023-12-13
41.45274,-72.822447,5.0,06492,2023-12-11,2023-12-13
41.368106999999995,-73.078057,4.0,06483,2023-12-10,2023-12-13
41.520058,-72.085788,3.0,06360,2023-12-10,2023-12-14
41.620861,-72.50273299999999,5.0,06424,2023-12-10,2023-12-14
41.352591,-72.952429,3.0,06514,2023-12-09,2023-12-15
41.736108,-72.621258,4.0,06118,2023-12-10,2023-12-16
41.200191,-73.10508399999999,5.0,06460,2023-12-10,2023-12-17
41.44746,-72.980499,4.0,06524,2023-12-10,2023-12-18
41.428852,-73.248227,5.0,06482,2023-12-10,2023-12-18
41.752393,-72.758434,3.0,06107,2023-12-11,2023-12-11
39.932935,-75.57721099999999,4.0,19382,2023-12-10,2023-12-11
36.669779,-87.466516,1.0,42223,2023-12-09,2023-12-14
33.408429999999996,-86.88251,3.0,35211,2023-12-11,2023-12-13
34.162307999999996,-86.833783,3.0,35055,2023-12-09,2023-12-21
33.464888,-86.722079,1.0,35243,2023-12-10,2023-12-10
33.47109,-86.77315999999999,2.0,35209,2023-12-10,2023-12-11
33.427952999999995,-86.83058899999999,3.0,35226,2023-12-09,2023-12-19
33.513585,-86.720671,1.0,35213,2023-12-09,2023-12-11
33.411877,-86.694932,2.0,35242,2023-12-10,2023-12-10
34.972663,-84.21638399999999,2.0,30559,2023-12-09,2023-12-14
30.793999,-81.655188,1.0,31548,2023-12-11,2023-12-11
30.827299,-83.954972,2.0,31792,2023-12-10,2023-12-15
32.883168999999995,-83.826275,4.0,31220,2023-12-10,2023-12-11
30.964679999999998,-84.046947,2.0,31773,2023-12-10,2023-12-10
30.964679999999998,-84.046947,2.0,31773,2023-12-10,2023-12-11
33.870033,-84.582014,2.0,30060,2023-12-09,2023-12-15
39.132169,-77.23008,5.0,20878,2023-12-10,2023-12-13
34.998388999999996,-80.427144,4.0,28174,2023-12-10,2023-12-11
35.378844,-80.52492099999999,3.0,28025,2023-12-11,2023-12-14
35.152671999999995,-79.40844,1.0,28387,2023-12-10,2023-12-11
36.073888,-79.47872799999999,4.0,27215,2023-12-11,2023-12-11
36.134772999999996,-80.143198,2.0,27101,2023-12-11,2023-12-12
38.697068,-76.611594,4.0,20736,2023-12-11,2023-12-15
38.533857,-76.972808,4.0,20646,2023-12-11,2023-12-11
37.667586,-77.459114,4.0,23059,2023-12-11,2023-12-12
37.528391,-77.373494,3.0,23231,2023-12-10,2023-12-11
37.267633,-77.403848,5.0,23834,2023-12-10,2023-12-14
37.289051,-77.30264,5.0,23860,2023-12-09,2023-12-12
38.902391,-77.130861,4.0,22207,2023-12-11,2023-12-11
36.87177,-82.78016099999999,3.0,24219,2023-12-09,2023-12-11
37.462882,-79.25532299999999,2.0,24503,2023-12-10,2023-12-11
37.147909,-82.29096799999999,1.0,24256,2023-12-09,2023-12-10
41.303703999999996,-72.904495,4.0,06513,2023-12-11,2023-12-11
40.76248,-73.272953,4.0,11706,2023-12-10,2023-12-12
36.312066,-86.60337,4.0,37075,2023-12-09,2023-12-11
36.35384,-86.471667,3.0,37066,2023-12-09,2023-12-10
36.357955,-86.472444,3.0,37066,2023-12-09,2023-12-11
36.258445,-86.597529,3.0,37075,2023-12-09,2023-12-13
32.627871,-92.04911399999999,2.0,71203,2023-12-09,2023-12-11
32.631495,-92.046486,2.0,71203,2023-12-09,2023-12-11
32.672776999999996,-92.137057,2.0,71203,2023-12-09,2023-12-11
32.625195999999995,-91.926958,3.0,71229,2023-12-09,2023-12-18
32.672776999999996,-92.137057,2.0,71203,2023-12-09,2023-12-11
39.367334,-76.502186,5.0,21236,2023-12-10,2023-12-12
35.543082,-82.534064,3.0,28803,2023-12-10,2023-12-28
38.815639,-76.786942,4.0,20772,2023-12-11,2023-12-12
42.906422,-73.806339,2.0,12019,2023-12-11,2023-12-12
39.20129,-76.723747,5.0,21076,2023-12-10,2023-12-11
41.207082,-73.120055,4.0,06614,2023-12-11,2023-12-11
41.897918,-71.867054,4.0,06260,2023-12-10,2023-12-11
41.785607,-72.88380599999999,2.0,06001,2023-12-11,2023-12-12
41.295821,-72.97028399999999,4.0,06516,2023-12-10,2023-12-12
41.276686999999995,-72.96098099999999,4.0,06516,2023-12-10,2023-12-12
41.326429,-72.86069599999999,4.0,06513,2023-12-10,2023-12-14
36.06057,-86.692993,4.0,37013,2023-12-09,2023-12-12
36.610061,-87.42442,3.0,37042,2023-12-09,2023-12-15
35.505441,-80.977302,3.0,28037,2023-12-10,2023-12-11
35.722395,-78.636316,3.0,27529,2023-12-10,2023-12-12
35.548587,-80.401833,4.0,28138,2023-12-10,2023-12-10
38.739199,-76.96844899999999,5.0,20744,2023-12-10,2023-12-11
38.267998,-76.468589,5.0,20653,2023-12-11,2023-12-12
39.133503,-76.72757899999999,5.0,21144,2023-12-11,2023-12-12
38.910092,-77.227829,3.0,22182,2023-12-10,2023-12-13
33.47444,-86.79294,5.0,35209,2023-12-10,2023-12-10
33.235878,-87.170771,3.0,35111,2023-12-09,2023-12-10
33.459072,-86.808103,3.0,35209,2023-12-10,2023-12-10
36.315886,-86.58967799999999,5.0,37075,2023-12-09,2023-12-15
36.57919,-87.45631,5.0,37042,2023-12-09,2023-12-09
36.579581999999995,-87.45503099999999,4.0,37042,2023-12-09,2023-12-09
36.639234,-87.29535,3.0,37040,2023-12-09,2023-12-09
36.278608,-86.69672899999999,4.0,37115,2023-12-09,2023-12-09
36.351607,-86.472917,5.0,37066,2023-12-09,2023-12-09
36.366823,-86.431754,3.0,37066,2023-12-09,2023-12-10
36.337848,-86.526479,3.0,37066,2023-12-09,2023-12-10
36.633675,-87.30878299999999,5.0,37040,2023-12-09,2023-12-10
36.587146,-87.437381,5.0,37042,2023-12-09,2023-12-10
36.634888,-87.301852,3.0,37040,2023-12-09,2023-12-10
36.614968999999995,-87.35934999999999,4.0,37042,2023-12-09,2023-12-11
36.638669,-87.298232,3.0,37040,2023-12-09,2023-12-11
36.327858,-86.547603,5.0,37075,2023-12-09,2023-12-17
36.277628,-86.706755,4.0,37115,2023-12-09,2023-12-10
36.272456999999996,-86.718119,3.0,37115,2023-12-09,2023-12-10
31.443634,-86.37968,2.0,36421,2023-12-10,2023-12-11
39.542259,-75.95105099999999,5.0,21901,2023-12-11,2023-12-11
32.644681999999996,-92.05335199999999,3.0,71203,2023-12-09,2023-12-11
33.427085,-86.851095,3.0,35211,2023-12-09,2023-12-11
33.459025,-86.735165,3.0,35243,2023-12-09,2023-12-10
33.469173999999995,-86.765249,3.0,35216,2023-12-09,2023-12-10
33.465812,-86.735378,5.0,35243,2023-12-09,2023-12-10
33.459403,-86.80727499999999,3.0,35209,2023-12-09,2023-12-10
33.472052,-86.725618,3.0,35243,2023-12-09,2023-12-10
33.460757,-86.81391699999999,3.0,35209,2023-12-09,2023-12-10
33.420646,-86.83730899999999,5.0,35226,2023-12-10,2023-12-10
33.470793,-86.739007,4.0,35223,2023-12-09,2023-12-10
33.469878,-86.73995599999999,5.0,35223,2023-12-10,2023-12-10
33.471953,-86.771946,4.0,35209,2023-12-10,2023-12-10
33.474382999999996,-86.726523,3.0,35223,2023-12-09,2023-12-10
33.45004,-86.832557,4.0,35209,2023-12-09,2023-12-10
33.424959,-86.819453,3.0,35226,2023-12-09,2023-12-11
33.460741999999996,-86.808505,3.0,35209,2023-12-09,2023-12-11
